Zip,Total-Population,Hispanic,White,Black,Native,Asian,Other,Total,Diversity Index,Year,City
78717,25427,13,61.8,3,0,19.1,3.1,100,0.562834,2014,Austin
78717,26072,13.5,59.2,3.3,0,20.4,3.6,100,0.58731,2015,Austin
78717,27101,13.9,59,2.7,0.5,21.4,2.5,100,0.585404,2016,Austin
78717,27764,13.8,54.6,3.7,0.4,24.6,2.9,100,0.620098,2017,Austin
78721,11100,56.1,10.7,31.4,0.2,0.8,0.7,99.9,0.575117,2011,Austin
78721,11178,52.5,11.1,33.6,0.3,0.7,1.8,100,0.598776,2012,Austin
78721,11482,53,13.2,31.5,0.4,0.3,1.8,100.2,0.602102,2013,Austin
78721,12087,52,15,30.1,0.6,0.7,1.7,100.1,0.616125,2014,Austin
78721,12508,52.7,15.1,28.8,0.5,1.3,1.6,100,0.616076,2015,Austin
78721,12153,47.7,19.6,29.1,0.2,1.4,2.1,100.1,0.648733,2016,Austin
78721,12447,47.6,20.6,29.2,0.1,1.5,1.1,100.1,0.645377,2017,Austin
78722,5733,21.3,60.5,13,0.6,2.4,2.2,100,0.57061,2011,Austin
78722,5973,19.1,62.5,13.5,0.9,2.7,1.4,100.1,0.553663,2012,Austin
78722,6355,20.1,63.7,10.1,0.6,4.3,1.1,99.9,0.541623,2013,Austin
78722,6514,20.1,62.2,11,0.7,3.9,2,99.9,0.558645,2014,Austin
78722,7006,16.5,62.9,12.1,0,5,3.5,100,0.558768,2015,Austin
78722,7292,14.3,64.8,13.2,0,3.1,4.5,99.9,0.539237,2016,Austin
78722,7254,13.4,67.6,11.6,0,3,4.4,100,0.508776,2017,Austin
78723,29869,43.8,26.3,26.7,0.1,1.9,1.3,100.1,0.667167,2011,Austin
78723,30999,45.5,27.8,23.4,0.1,1.8,1.4,100,0.660414,2012,Austin
78723,31234,43.9,29.2,23.4,0.2,1.9,1.5,100.1,0.666669,2013,Austin
78723,30955,43.4,30.4,22.3,0.2,1.8,1.8,99.9,0.668847,2014,Austin
78723,32155,43.3,32.6,20.2,0.2,1.9,1.8,100,0.664742,2015,Austin
78723,32496,42.4,35.6,18.7,0.2,1.7,1.4,100,0.65803,2016,Austin
78723,33170,41.3,36.3,18.3,0.1,2.1,1.9,100,0.66337,2017,Austin
78724,20447,60,9,30.2,0.3,0,0.6,100.1,0.540651,2011,Austin
78724,21677,62.9,7.7,28.8,0.1,0,0.5,100,0.51546,2012,Austin
78724,21454,63.3,8.3,26.7,0.1,0.5,1.1,100,0.520986,2013,Austin
78724,23313,65.8,7.9,24.5,0.1,0.3,1.3,99.9,0.500591,2014,Austin
78724,23612,67.3,8,22.7,0,0.3,1.7,100,0.488844,2015,Austin
78724,24558,65.9,10.2,21.5,0,0.2,2.1,99.9,0.508645,2016,Austin
78724,24833,66.1,10.5,20.7,0.1,0.3,2.4,100.1,0.508619,2017,Austin
78725,6021,49.7,14.9,30.8,0,3,1.5,99.9,0.634801,2011,Austin
78725,6477,46,16.6,34.7,0,0,2.7,100,0.639706,2012,Austin
78725,8169,56.8,14.8,26.9,0,0.4,1.2,100.1,0.582951,2013,Austin
78725,7612,38.3,19.1,40,0,0.5,2,99.9,0.656405,2014,Austin
78725,7343,45.7,18.8,33.2,0,0.5,1.8,100,0.645234,2015,Austin
78725,7931,51.4,21,24.9,0,0.8,1.9,100,0.629278,2016,Austin
78725,7517,50,21.7,24.4,0,1.2,2.9,100.2,0.64239,2017,Austin
78726,13198,16.6,66,3.3,0.6,11.8,1.6,99.9,0.521539,2011,Austin
78726,12482,19.6,64.1,2.9,0.6,11.8,1.1,100.1,0.535781,2012,Austin
78726,13181,17.9,64.6,3.7,0.4,12.5,0.8,99.9,0.533569,2013,Austin
78726,12786,16.2,63.9,3.6,0,14.7,1.7,100.1,0.542241,2014,Austin
78726,13027,19.2,55.8,4.9,0,17.9,2.1,99.9,0.616889,2015,Austin
78726,13925,14.4,60.8,6.2,0,16.6,2.1,100.1,0.577759,2016,Austin
78726,14610,14.1,58.7,6.4,0,17.9,3,100.1,0.598513,2017,Austin
78727,28075,19.8,56.4,7.8,0,14,2,100,0.616616,2011,Austin
78727,28461,20,55.5,8,0,14.3,2.2,100,0.624642,2012,Austin
78727,28563,17.7,57.2,6.9,0,15.5,2.8,100.1,0.611917,2013,Austin
78727,29506,17.8,54.3,6.5,0.5,17.4,3.6,100.1,0.637645,2014,Austin
78727,29354,17.6,54.5,5.8,0.5,17.5,4.1,100,0.636304,2015,Austin
78727,29085,17.8,54,6.5,0.5,17.6,3.7,100.1,0.640121,2016,Austin
78727,28999,18.2,54,6.3,0.5,17.3,3.7,100,0.639984,2017,Austin
78728,20232,27.5,43.6,14.4,0.6,10.8,3,99.9,0.700943,2011,Austin
78728,20939,27.9,46.3,13.2,0.6,9.1,3,100.1,0.681149,2012,Austin
78728,20817,25.9,44.6,16.3,0.7,8.9,3.6,100,0.698168,2013,Austin
78728,20794,27.2,45.3,14,0.2,9.3,3.9,99.9,0.691033,2014,Austin
78728,21081,23.6,46.4,17.5,0.3,8.6,3.5,99.9,0.689753,2015,Austin
78728,21858,24.2,46.9,18.2,0.2,6.8,3.8,100.1,0.682279,2016,Austin
78728,21245,28.8,41.2,17.9,0.3,8.3,3.5,100,0.707148,2017,Austin
78729,27024,18.4,61.5,8.5,0,9.3,2.3,100,0.571516,2011,Austin
78729,28228,16.8,61.4,9.8,0,9.6,2.4,100,0.575384,2012,Austin
78729,26906,19,59.2,9.1,0.2,9.5,3.1,100.1,0.595165,2013,Austin
78729,28786,19.7,58.2,10.3,0.1,8.1,3.5,99.9,0.604071,2014,Austin
78729,29386,21.1,58.4,7.8,0.2,8.5,3.9,99.9,0.599589,2015,Austin
78729,30151,23.3,58.2,6.2,0.2,8,4,99.9,0.595139,2016,Austin
78729,29434,22.6,59.1,5.2,0.3,9.1,3.6,99.9,0.587353,2017,Austin
78730,8242,5,78.3,2.6,0,11.6,2.5,100,0.369654,2011,Austin
78730,8312,5.4,81.8,0.2,0,10,2.6,100,0.31728,2012,Austin
78730,8916,7.1,84.2,0.3,0,6.4,1.9,99.9,0.281529,2013,Austin
78730,8591,9.3,83.5,0.3,0,5.5,1.3,99.9,0.290923,2014,Austin
78730,8871,8.2,83.5,0,0,5.3,3.1,100.1,0.292281,2015,Austin
78730,9038,11.4,80.9,0.2,0,5.3,2.2,100,0.329226,2016,Austin
78730,8933,12.6,77.4,0.9,0,4.6,4.5,100,0.380826,2017,Austin
78731,24898,8.1,80.6,1.3,0.1,8.7,1.2,100,0.33592,2011,Austin
78731,24716,8.9,78.8,1.9,0,8.9,1.4,99.9,0.362657,2012,Austin
78731,25575,8.9,78.7,2.5,0,7.8,2,99.9,0.365601,2013,Austin
78731,26412,10.3,76.7,2.8,0,7.8,2.4,100,0.393658,2014,Austin
78731,26595,8.6,78.7,2.4,0.1,7.8,2.5,100.1,0.365949,2015,Austin
78731,27401,9.9,77.6,2.9,0.1,7,2.5,100,0.381656,2016,Austin
78731,27447,10.1,76,2.6,0.3,8.1,3,100.1,0.404053,2017,Austin
78732,13389,9,77.2,1.5,0.3,9.8,2.2,100,0.385594,2011,Austin
78732,14307,9.2,77.3,1.3,0.4,9.4,2.4,100,0.38441,2012,Austin
78732,15097,8.2,79.2,1,0.6,8.7,2.2,99.9,0.357823,2013,Austin
78732,15312,7.4,77.4,2.2,0.5,10,2.5,100,0.384314,2014,Austin
78732,16269,9.1,77,1,0.1,10,2.8,100,0.387934,2015,Austin
78732,16851,13.2,73.7,0.9,0.1,9.3,2.7,99.9,0.429947,2016,Austin
78732,17762,11,75.4,0.7,0,11.6,1.4,100.1,0.405683,2017,Austin
78733,9219,11.3,79,0.1,0,8,1.6,100,0.356474,2011,Austin
78733,9486,7.7,80.3,0,0,9.9,2.2,100.1,0.338977,2012,Austin
78733,9475,9.2,78.3,0,0.1,9.9,2.4,99.9,0.368069,2013,Austin
78733,9404,9.1,75.8,0,0.1,11.9,3.1,100,0.402032,2014,Austin
78733,8930,9.5,73.9,0.2,0.1,13.5,2.8,100,0.42584,2015,Austin
78733,8886,8.5,74.4,0.2,0.1,14.3,2.5,100,0.41816,2016,Austin
78733,8754,8.5,75.7,0.2,0.1,12.3,3.2,100,0.403568,2017,Austin
78734,16729,15.8,80.7,0.2,0.6,2.4,0.4,100.1,0.323155,2011,Lakeway
78734,17824,19.7,76.5,0.2,0.2,2.9,0.5,100,0.375092,2012,Lakeway
78734,18290,20.3,75.3,0.4,0.2,3.3,0.6,100.1,0.390637,2013,Lakeway
78734,18498,19.7,75.2,0.6,0.3,3.5,0.7,100,0.394368,2014,Lakeway
78734,18948,18.5,75.2,0.8,0.3,3.7,1.5,100,0.398604,2015,Lakeway
78734,18997,19.5,74.6,0.9,0.3,2.9,1.8,100,0.404204,2016,Lakeway
78734,18722,15.7,77.9,1.3,0.2,2.5,2.4,100,0.367136,2017,Lakeway
78735,16024,18.2,72.8,0.7,0,6.6,1.6,99.9,0.432231,2011,Austin
78735,16882,19.7,71.2,1,0,5.8,2.1,99.8,0.450342,2012,Austin
78735,17118,15.7,73.9,1.1,0,7.6,1.6,99.9,0.423077,2013,Austin
78735,17548,17.6,73.7,0.8,0.1,6.5,1.3,100,0.421396,2014,Austin
78735,17438,16.2,74.8,1.3,0.1,6.2,1.5,100.1,0.410013,2015,Austin
78735,16948,17.4,71.5,2.3,0.1,7.2,1.5,100,0.45256,2016,Austin
78735,17919,18.8,69.8,2.1,0.1,7.8,1.5,100.1,0.470701,2017,Austin
78736,6599,17.8,75.1,0.2,0,5.3,1.7,100.1,0.401213,2011,Austin
78736,6841,17.1,74.5,0.2,0,6.1,2.1,100,0.411568,2012,Austin
78736,6599,15.9,75.7,0.5,0,6.5,1.5,100.1,0.397195,2013,Austin
78736,7030,18.6,74.1,0.5,0,5.2,1.5,99.9,0.413369,2014,Austin
78736,7621,18.5,75.1,0.5,0,3.1,2.7,99.9,0.400059,2015,Austin
78736,7951,15.2,75.6,0.6,0.2,5.8,2.6,100,0.40128,2016,Austin
78736,8199,15,77.6,0.5,0.2,4.2,2.7,100.2,0.372802,2017,Austin
78737,12458,10.1,84.1,1.2,0.8,3.1,0.7,100,0.2813,2011,Austin
78737,12882,12.7,81.4,1.2,0.8,3.1,0.8,100,0.320042,2012,Austin
78737,13539,15.5,79.4,1.3,0,2.9,0.9,100,0.344448,2013,Austin
78737,14167,14.8,79,1.1,0,3.4,1.6,99.9,0.352463,2014,Austin
78737,14544,17.6,76.5,0.9,0,3.6,1.4,100,0.382226,2015,Austin
78737,14731,13.6,80.7,1.4,0,2.9,1.5,100.1,0.328993,2016,Austin
78737,15879,14.2,78.1,1.5,0,3,3.1,99.9,0.367789,2017,Austin
78738,11504,8.1,84.3,0.3,0.3,5.2,1.7,99.9,0.279779,2011,Bee Cave
78738,12457,9.2,81.1,0.3,0.1,7.7,1.6,100,0.32762,2012,Bee Cave
78738,13141,10,79.4,1.2,0.1,7.2,2,99.9,0.353835,2013,Bee Cave
78738,13794,12,77.2,1.4,0.1,7.5,1.9,100.1,0.383433,2014,Bee Cave
78738,14795,12.2,76.8,0.9,0.1,7.4,2.6,100,0.389058,2015,Bee Cave
78738,14970,10.1,77.8,1.4,0,8.6,2.1,100,0.376482,2016,Bee Cave
78738,15746,9.9,77.7,1.3,0,9.1,1.9,99.9,0.377659,2017,Bee Cave
78739,15957,16.3,71.2,1.7,0.3,6.8,3.7,100,0.460196,2011,Austin
78739,16911,15,71.4,1.1,0.6,7.1,4.9,100.1,0.460105,2012,Austin
78739,17198,15.8,70.3,0.8,0.6,6.6,5.9,100,0.47289,2013,Austin
78739,18068,15.7,69.8,0.6,0.6,8.4,4.8,99.9,0.478715,2014,Austin
78739,18442,16.2,69.1,1,0.6,8.6,4.5,100,0.486718,2015,Austin
78739,19564,14,71.8,1.7,0.3,9.5,2.7,100,0.454824,2016,Austin
78739,20191,14.5,70.9,1.9,0,9.9,2.8,100,0.465348,2017,Austin
78741,46959,64.7,19.9,9.5,0,4.3,1.6,100,0.53066,2011,Austin
78741,48246,61.9,22,9.2,0,4.8,2,99.9,0.557271,2012,Austin
78741,48654,62.8,21.4,9.7,0,3.8,2.3,100,0.548438,2013,Austin
78741,51274,60.8,23.8,9.1,0,3.7,2.6,100,0.563366,2014,Austin
78741,51770,58.3,25.1,10.5,0,3.6,2.5,100,0.584164,2015,Austin
78741,51981,55.8,27,10,0.1,4.7,2.5,100.1,0.602901,2016,Austin
78741,52307,54.5,27.1,11.3,0.1,4.4,2.7,100.1,0.614099,2017,Austin
78744,41593,76.3,14.6,7.8,0,0.5,0.7,99.9,0.390357,2011,Austin
78744,43452,76.7,14.4,7.2,0,0.4,1.1,99.8,0.385654,2012,Austin
78744,44375,76.1,14.9,7.3,0.1,0.4,1.2,100,0.393188,2013,Austin
78744,45830,76.2,15.7,6.7,0.1,0.3,0.9,99.9,0.390127,2014,Austin
78744,46408,75.9,15.9,6.5,0.1,0.6,1.1,100.1,0.394255,2015,Austin
78744,47211,75.1,16,7,0.1,0.6,1.1,99.9,0.405341,2016,Austin
78744,48432,75.6,15.9,6.6,0.1,0.9,0.9,100,0.398664,2017,Austin
78745,55010,43.2,50,3.3,0.4,1.6,1.5,100,0.56179,2011,Austin
78745,54917,39.9,52.7,3.9,0.4,1.6,1.6,100.1,0.561021,2012,Austin
78745,57559,40.4,51.5,4.3,0.5,1.4,1.8,99.9,0.569165,2013,Austin
78745,58878,39.5,52.1,4.5,0.3,1.6,1.8,99.8,0.56992,2014,Austin
78745,59758,38.5,51.8,4.9,0.3,2.3,2.3,100.1,0.579983,2015,Austin
78745,61317,41,49.7,4.8,0.2,2.3,1.9,99.9,0.581693,2016,Austin
78745,62220,40.3,50.4,4.6,0.1,2.6,2,100,0.580382,2017,Austin
78746,26677,6.3,85.8,0.7,0.1,5.3,1.7,99.9,0.256719,2011,Austin
78746,26939,7.8,82.5,0.6,0.1,7.2,1.9,100.1,0.307709,2012,Austin
78746,27506,8.5,80.4,0.7,0.1,7.7,2.6,100,0.339704,2013,Austin
78746,27960,10.5,78.3,0.6,0.1,8.2,2.4,100.1,0.368549,2014,Austin
78746,27928,10.2,78,0.8,0,8.5,2.4,99.9,0.373331,2015,Austin
78746,27971,11.2,77.7,0.6,0.1,8,2.5,100.1,0.376665,2016,Austin
78746,28268,12.6,76.3,0.7,0.1,8,2.5,100.2,0.39488,2017,Austin
78747,13179,52.9,34.2,6.4,0.4,4,2,99.9,0.597083,2011,Austin
78747,14158,53.3,33.4,6,0.1,5.2,2,100,0.59765,2012,Austin
78747,15919,54.4,30.8,7.6,0.2,4,2.9,99.9,0.600979,2013,Austin
78747,16753,55.1,32.6,6,0.2,2.8,3.4,100.1,0.584579,2014,Austin
78747,18544,60.5,29.7,5,0.1,2.1,2.6,100,0.542148,2015,Austin
78747,19876,57.7,29.9,6.4,0.2,2.4,3.4,100,0.571838,2016,Austin
78747,20954,59.6,29.2,5.9,0.2,2.2,3,100.1,0.554651,2017,Austin
78748,37784,36.5,54,4.4,0.2,3.1,1.8,100,0.57195,2011,Austin
78748,40290,34.8,54.9,4.8,0,3.4,2.1,100,0.573594,2012,Austin
78748,41710,33.5,57.3,4.1,0.1,3.5,1.5,100,0.556314,2013,Austin
78748,44907,34.5,54.2,5,0.1,4.3,1.9,100,0.5825,2014,Austin
78748,46679,35,53.5,4.5,0.1,4.4,2.6,100.1,0.586637,2015,Austin
78748,47966,34.1,52.9,4.9,0.3,4.8,2.9,99.9,0.598323,2016,Austin
78748,49142,35.5,51.3,5.9,0.3,4.6,2.4,100,0.604624,2017,Austin
78749,33947,19.9,66.3,4.3,0.4,7.3,1.8,100,0.513312,2011,Austin
78749,34391,19.9,67.2,3.8,0.3,7.1,1.8,100.1,0.501997,2012,Austin
78749,34392,21.6,65.7,3.4,0.5,6.9,2,100.1,0.515353,2013,Austin
78749,35183,20.2,65.6,3.3,0.3,8.1,2.4,99.9,0.520625,2014,Austin
78749,36210,19.7,66.2,2.7,0.2,8.5,2.6,99.9,0.514313,2015,Austin
78749,36478,20.7,64.5,3.2,0.2,8.7,2.6,99.9,0.531853,2016,Austin
78749,37453,19.5,64.6,3.1,0.1,9.5,3.2,100,0.533648,2017,Austin
78750,26734,14.6,68.1,4.8,0,10.2,2.3,100,0.501686,2011,Austin
78750,27119,15.8,68.5,3.1,0,10.4,2.1,99.9,0.493593,2012,Austin
78750,27012,14.3,68.5,3.4,0,11.6,2.2,100,0.49523,2013,Austin
78750,27912,14.2,69.1,2.8,0,11.3,2.7,100.1,0.488073,2014,Austin
78750,28626,14.7,68,2,0,12.4,2.9,100,0.499374,2015,Austin
78750,29991,13.9,65.3,2.1,0.3,14.7,3.7,100,0.530842,2016,Austin
78750,30758,13.5,61.7,3.8,0.4,16.4,4.3,100.1,0.570881,2017,Austin
78751,14526,13,74.4,1.7,0,7.1,3.9,100.1,0.422713,2011,Austin
78751,14340,13.7,74.9,1.7,0,5.6,4.2,100.1,0.415041,2012,Austin
78751,14045,13.8,74.3,1.4,0,5.7,4.9,100.1,0.423061,2013,Austin
78751,13838,18.6,70.8,0.8,0.3,5.6,4,100.1,0.459331,2014,Austin
78751,14441,18.4,70.3,1.2,0.3,6,3.8,100,0.466738,2015,Austin
78751,14648,17.2,70.5,2.3,0.5,6.4,3.3,100.2,0.467652,2016,Austin
78751,14949,17.5,70.4,2.3,0.5,6.7,2.5,99.9,0.468091,2017,Austin
78752,16494,57.9,25.5,13.2,0,2.2,1.2,100,0.581682,2011,Austin
78752,17170,56.6,24.4,15,0.1,2.8,1.1,100,0.596702,2012,Austin
78752,18381,59,25,12,0.1,2.7,1.2,100,0.574126,2013,Austin
78752,19639,59.4,24.3,11.8,0.2,3.1,1.2,100,0.573082,2014,Austin
78752,20153,59.2,25.7,11.2,0.1,2.5,1.3,100,0.570148,2015,Austin
78752,19902,59,27.7,10.6,0.2,1.3,1.2,100,0.563618,2016,Austin
78752,20302,58.8,29.6,8.4,0.2,1.7,1.3,100,0.559122,2017,Austin
78753,51547,58.7,21.6,11.9,0.4,6.3,1.1,100,0.590508,2011,Austin
78753,52384,59.6,20.4,12.2,0.3,6.3,1.3,100.1,0.584137,2012,Austin
78753,52674,59.1,21,12.2,0.2,6.1,1.4,100,0.587814,2013,Austin
78753,53994,60.2,21.2,11.2,0.1,6.1,1.3,100.1,0.576217,2014,Austin
78753,55077,61.1,20.1,11.1,0.1,6,1.5,99.9,0.570131,2015,Austin
78753,56131,60.3,20.5,11.2,0.1,6.1,1.7,99.9,0.577811,2016,Austin
78753,58693,61.3,20,11,0.3,6,1.4,100,0.568326,2017,Austin
78754,13326,31.9,33.2,18.3,0.2,14.2,2.3,100.1,0.733829,2011,Austin
78754,13570,32.3,32,18.1,0.1,15.1,2.4,100,0.737132,2012,Austin
78754,15109,31.8,29.7,18.4,0.1,16.9,3.1,100,0.747288,2013,Austin
78754,16494,31.2,29.2,21.6,0.1,14.6,3.3,100,0.74833,2014,Austin
78754,19020,36.9,24.2,20.7,0.1,14.7,3.4,100,0.73966,2015,Austin
78754,21764,39.2,25.5,17.4,0,14.2,3.7,100,0.729502,2016,Austin
78754,23858,40.9,26.4,17.3,0,12,3.3,99.9,0.717605,2017,Austin
78756,7682,10.3,82.7,2.8,0,3.4,0.8,100,0.303458,2011,Austin
78756,8060,9.3,82.3,2.6,0,5,0.8,100,0.310782,2012,Austin
78756,8125,9.1,80.2,4.3,0,4.5,1.8,99.9,0.344317,2013,Austin
78756,8685,11.4,76.3,4,0,6.7,1.6,100,0.39849,2014,Austin
78756,8908,11.6,75.9,3,0,7,2.5,100,0.404038,2015,Austin
78756,8798,13.3,74.5,3.5,0,5.7,3,100,0.421912,2016,Austin
78756,8377,12.6,74.9,3.9,0,5.1,3.5,100,0.417776,2017,Austin
78757,22542,23.7,70.4,1.7,0.2,3,1,100,0.446922,2011,Austin
78757,22718,24.5,70.4,1.5,0.2,2.5,0.8,99.9,0.443441,2012,Austin
78757,22655,22.2,71.9,2.1,0.2,2.4,1.1,99.9,0.432613,2013,Austin
78757,23442,22.6,71.2,2,0.2,2.7,1.3,100,0.440678,2014,Austin
78757,23118,21.6,72,1.6,0.1,3.1,1.6,100,0.43347,2015,Austin
78757,23611,20.6,72.5,1.6,0,3.6,1.8,100.1,0.430063,2016,Austin
78757,24059,22.5,70.5,1.3,0,3.2,2.5,100,0.450532,2017,Austin
78758,43577,45.8,32.2,12.3,0.3,7.1,2.4,100.1,0.665797,2011,Austin
78758,45105,46.3,32.1,13.2,0.3,6.1,2.1,100.1,0.660995,2012,Austin
78758,45623,48.4,31.9,10.6,0.2,7.2,1.7,100,0.64727,2013,Austin
78758,45134,49,31.5,9.9,0.2,7.5,2,100.1,0.644845,2014,Austin
78758,46972,48.5,33.7,9.3,0.2,6.2,2.1,100,0.638268,2015,Austin
78758,46506,47.9,35.1,8.5,0.2,5.9,2.3,99.9,0.636119,2016,Austin
78758,46618,46.6,37.2,7.7,0.2,6,2.4,100.1,0.634351,2017,Austin
78759,40602,11.8,71.2,3.1,0.1,11.5,2.3,100,0.464416,2011,Austin
78759,39850,11.3,70.5,3.5,0.1,12.4,2.2,100,0.47312,2012,Austin
78759,39895,11.8,70.9,2.7,0.1,11.5,3,100,0.46854,2013,Austin
78759,40067,12.8,69.8,3,0.1,11.1,3.2,100,0.482166,2014,Austin
78759,40629,12.3,69.4,3.8,0.1,11.1,3.4,100.1,0.488313,2015,Austin
78759,41415,12.8,69.4,3.6,0.1,11.3,2.8,100,0.48713,2016,Austin
78759,41847,13.6,69,3.6,0.1,10.7,3.2,100.2,0.491634,2017,Austin
78957,8434,15.9,72.3,8.2,1,1.6,1,100,0.44481,2011,Smithville
78957,8487,19.7,70.2,7,1,1.4,0.8,100.1,0.463127,2012,Smithville
78957,8502,17.9,68.6,10.3,1.3,0.8,1.1,100,0.4864,2013,Smithville
78957,8746,18.7,68.7,9.8,0.6,0.8,1.4,100,0.483162,2014,Smithville
78957,9170,13.2,72.8,10.3,0.6,0.8,2.4,100.1,0.441307,2015,Smithville
78957,9146,12.9,73.4,9.9,0.5,0.6,2.7,100,0.434012,2016,Smithville
78957,9310,10.8,72.2,12.6,0.9,1.3,2.1,99.9,0.450485,2017,Smithville