,Zip,City,County,Type,Area,Value,Year,Total-Population,Hispanic,White,Black,Native,Asian,Other,Total,Diversity Index
335,78732,Austin,Travis County,Suburban,West,360558.33,2017,17762,11.0,75.4,0.7,0.0,11.6,1.4,100.1,0.405683
336,78733,Austin,Travis County,Suburban,West,418792.78,2011,9219,11.3,79.0,0.1,0.0,8.0,1.6,100.0,0.35647399999999996
337,78733,Austin,Travis County,Suburban,West,420215.62,2012,9486,7.7,80.3,0.0,0.0,9.9,2.2,100.1,0.338977
338,78733,Austin,Travis County,Suburban,West,422336.76,2013,9475,9.2,78.3,0.0,0.1,9.9,2.4,99.9,0.368069
339,78733,Austin,Travis County,Suburban,West,425406.94,2014,9404,9.1,75.8,0.0,0.1,11.9,3.1,100.0,0.402032
340,78733,Austin,Travis County,Suburban,West,429208.33,2015,8930,9.5,73.9,0.2,0.1,13.5,2.8,100.0,0.42583999999999994
341,78733,Austin,Travis County,Suburban,West,433884.17,2016,8886,8.5,74.4,0.2,0.1,14.3,2.5,100.0,0.41816000000000003
342,78733,Austin,Travis County,Suburban,West,439850.79,2017,8754,8.5,75.7,0.2,0.1,12.3,3.2,100.0,0.403568
343,78734,Lakeway,Travis County,Suburban,West,266543.33,2011,16729,15.8,80.7,0.2,0.6,2.4,0.4,100.1,0.323155
344,78734,Lakeway,Travis County,Suburban,West,267889.06,2012,17824,19.7,76.5,0.2,0.2,2.9,0.5,100.0,0.375092
345,78734,Lakeway,Travis County,Suburban,West,269976.47,2013,18290,20.3,75.3,0.4,0.2,3.3,0.6,100.1,0.390637
346,78734,Lakeway,Travis County,Suburban,West,272285.65,2014,18498,19.7,75.2,0.6,0.3,3.5,0.7,100.0,0.394368
347,78734,Lakeway,Travis County,Suburban,West,276287.72,2015,18948,18.5,75.2,0.8,0.3,3.7,1.5,100.0,0.398604
348,78734,Lakeway,Travis County,Suburban,West,280723.75,2016,18997,19.5,74.6,0.9,0.3,2.9,1.8,100.0,0.404204
349,78734,Lakeway,Travis County,Suburban,West,285479.76,2017,18722,15.7,77.9,1.3,0.2,2.5,2.4,100.0,0.367136
350,78735,Austin,Travis County,Suburban,West,364634.44,2011,16024,18.2,72.8,0.7,0.0,6.6,1.6,99.9,0.43223100000000003
351,78735,Austin,Travis County,Suburban,West,362669.79,2012,16882,19.7,71.2,1.0,0.0,5.8,2.1,99.8,0.450342
352,78735,Austin,Travis County,Suburban,West,363291.67,2013,17118,15.7,73.9,1.1,0.0,7.6,1.6,99.9,0.42307700000000004
353,78735,Austin,Travis County,Suburban,West,365702.31,2014,17548,17.6,73.7,0.8,0.1,6.5,1.3,100.0,0.421396
354,78735,Austin,Travis County,Suburban,West,369179.39,2015,17438,16.2,74.8,1.3,0.1,6.2,1.5,100.1,0.410013
355,78735,Austin,Travis County,Suburban,West,373470.42,2016,16948,17.4,71.5,2.3,0.1,7.2,1.5,100.0,0.45256
356,78735,Austin,Travis County,Suburban,West,377623.41,2017,17919,18.8,69.8,2.1,0.1,7.8,1.5,100.1,0.47070100000000004
357,78736,Austin,Travis County,Suburban,West,197620.56,2011,6599,17.8,75.1,0.2,0.0,5.3,1.7,100.1,0.401213
358,78736,Austin,Travis County,Suburban,West,198730.21,2012,6841,17.1,74.5,0.2,0.0,6.1,2.1,100.0,0.41156800000000004
359,78736,Austin,Travis County,Suburban,West,200600.49,2013,6599,15.9,75.7,0.5,0.0,6.5,1.5,100.1,0.39719499999999996
360,78736,Austin,Travis County,Suburban,West,203357.41,2014,7030,18.6,74.1,0.5,0.0,5.2,1.5,99.9,0.413369
361,78736,Austin,Travis County,Suburban,West,207178.95,2015,7621,18.5,75.1,0.5,0.0,3.1,2.7,99.9,0.400059
362,78736,Austin,Travis County,Suburban,West,212116.25,2016,7951,15.2,75.6,0.6,0.2,5.8,2.6,100.0,0.40128
363,78736,Austin,Travis County,Suburban,West,217866.67,2017,8199,15.0,77.6,0.5,0.2,4.2,2.7,100.2,0.372802
364,78737,Austin,Travis County,Suburban,South,287588.33,2011,12458,10.1,84.1,1.2,0.8,3.1,0.7,100.0,0.2813
365,78737,Austin,Travis County,Suburban,South,288884.38,2012,12882,12.7,81.4,1.2,0.8,3.1,0.8,100.0,0.320042
366,78737,Austin,Travis County,Suburban,South,290747.06,2013,13539,15.5,79.4,1.3,0.0,2.9,0.9,100.0,0.344448
367,78737,Austin,Travis County,Suburban,South,294056.02,2014,14167,14.8,79.0,1.1,0.0,3.4,1.6,99.9,0.352463
368,78737,Austin,Travis County,Suburban,South,298221.49,2015,14544,17.6,76.5,0.9,0.0,3.6,1.4,100.0,0.382226
369,78737,Austin,Travis County,Suburban,South,303225.0,2016,14731,13.6,80.7,1.4,0.0,2.9,1.5,100.1,0.328993
370,78737,Austin,Travis County,Suburban,South,308924.6,2017,15879,14.2,78.1,1.5,0.0,3.0,3.1,99.9,0.367789
371,78738,Bee Cave,Travis County,Suburban,West,393006.67,2011,11504,8.1,84.3,0.3,0.3,5.2,1.7,99.9,0.279779
372,78738,Bee Cave,Travis County,Suburban,West,394086.46,2012,12457,9.2,81.1,0.3,0.1,7.7,1.6,100.0,0.32761999999999997
373,78738,Bee Cave,Travis County,Suburban,West,396531.37,2013,13141,10.0,79.4,1.2,0.1,7.2,2.0,99.9,0.353835
374,78738,Bee Cave,Travis County,Suburban,West,399975.93,2014,13794,12.0,77.2,1.4,0.1,7.5,1.9,100.1,0.38343299999999997
375,78738,Bee Cave,Travis County,Suburban,West,403696.49,2015,14795,12.2,76.8,0.9,0.1,7.4,2.6,100.0,0.389058
376,78738,Bee Cave,Travis County,Suburban,West,407326.25,2016,14970,10.1,77.8,1.4,0.0,8.6,2.1,100.0,0.37648200000000004
377,78738,Bee Cave,Travis County,Suburban,West,410821.43,2017,15746,9.9,77.7,1.3,0.0,9.1,1.9,99.9,0.377659
378,78739,Austin,Travis County,Suburban,South,315453.33,2011,15957,16.3,71.2,1.7,0.3,6.8,3.7,100.0,0.460196
379,78739,Austin,Travis County,Suburban,South,315638.02,2012,16911,15.0,71.4,1.1,0.6,7.1,4.9,100.1,0.46010500000000004
380,78739,Austin,Travis County,Suburban,South,317660.29,2013,17198,15.8,70.3,0.8,0.6,6.6,5.9,100.0,0.47289
381,78739,Austin,Travis County,Suburban,South,321309.72,2014,18068,15.7,69.8,0.6,0.6,8.4,4.8,99.9,0.47871499999999995
382,78739,Austin,Travis County,Suburban,South,325612.72,2015,18442,16.2,69.1,1.0,0.6,8.6,4.5,100.0,0.48671800000000004
383,78739,Austin,Travis County,Suburban,South,330684.17,2016,19564,14.0,71.8,1.7,0.3,9.5,2.7,100.0,0.45482399999999995
384,78739,Austin,Travis County,Suburban,South,335957.94,2017,20191,14.5,70.9,1.9,0.0,9.9,2.8,100.0,0.465348
385,78741,Austin,Travis County,Urban,Central,117724.44,2011,46959,64.7,19.9,9.5,0.0,4.3,1.6,100.0,0.53066
386,78741,Austin,Travis County,Urban,Central,118576.56,2012,48246,61.9,22.0,9.2,0.0,4.8,2.0,99.9,0.557271
387,78741,Austin,Travis County,Urban,Central,119557.35,2013,48654,62.8,21.4,9.7,0.0,3.8,2.3,100.0,0.548438
388,78741,Austin,Travis County,Urban,Central,120854.63,2014,51274,60.8,23.8,9.1,0.0,3.7,2.6,100.0,0.563366
389,78741,Austin,Travis County,Urban,Central,122928.07,2015,51770,58.3,25.1,10.5,0.0,3.6,2.5,100.0,0.584164
390,78741,Austin,Travis County,Urban,Central,126678.75,2016,51981,55.8,27.0,10.0,0.1,4.7,2.5,100.1,0.602901
391,78741,Austin,Travis County,Urban,Central,130867.86,2017,52307,54.5,27.1,11.3,0.1,4.4,2.7,100.1,0.614099
392,78744,Austin,Travis County,Suburban,South,102343.33,2011,41593,76.3,14.6,7.8,0.0,0.5,0.7,99.9,0.390357
393,78744,Austin,Travis County,Suburban,South,102603.12,2012,43452,76.7,14.4,7.2,0.0,0.4,1.1,99.8,0.385654
394,78744,Austin,Travis County,Suburban,South,103205.88,2013,44375,76.1,14.9,7.3,0.1,0.4,1.2,100.0,0.39318800000000004
395,78744,Austin,Travis County,Suburban,South,104247.69,2014,45830,76.2,15.7,6.7,0.1,0.3,0.9,99.9,0.390127
396,78744,Austin,Travis County,Suburban,South,106060.53,2015,46408,75.9,15.9,6.5,0.1,0.6,1.1,100.1,0.394255
397,78744,Austin,Travis County,Suburban,South,108625.83,2016,47211,75.1,16.0,7.0,0.1,0.6,1.1,99.9,0.405341
398,78744,Austin,Travis County,Suburban,South,111934.52,2017,48432,75.6,15.9,6.6,0.1,0.9,0.9,100.0,0.39866399999999996
399,78745,Austin,Travis County,Suburban,South,152910.56,2011,55010,43.2,50.0,3.3,0.4,1.6,1.5,100.0,0.56179
400,78745,Austin,Travis County,Suburban,South,154148.44,2012,54917,39.9,52.7,3.9,0.4,1.6,1.6,100.1,0.561021
401,78745,Austin,Travis County,Suburban,South,156022.55,2013,57559,40.4,51.5,4.3,0.5,1.4,1.8,99.9,0.5691649999999999
402,78745,Austin,Travis County,Suburban,South,158441.2,2014,58878,39.5,52.1,4.5,0.3,1.6,1.8,99.8,0.56992
403,78745,Austin,Travis County,Suburban,South,161986.84,2015,59758,38.5,51.8,4.9,0.3,2.3,2.3,100.1,0.579983
404,78745,Austin,Travis County,Suburban,South,166688.75,2016,61317,41.0,49.7,4.8,0.2,2.3,1.9,99.9,0.581693
405,78745,Austin,Travis County,Suburban,South,172253.17,2017,62220,40.3,50.4,4.6,0.1,2.6,2.0,100.0,0.580382
406,78746,Austin,Travis County,Suburban,West,554360.56,2011,26677,6.3,85.8,0.7,0.1,5.3,1.7,99.9,0.25671900000000003
407,78746,Austin,Travis County,Suburban,West,556767.19,2012,26939,7.8,82.5,0.6,0.1,7.2,1.9,100.1,0.307709
408,78746,Austin,Travis County,Suburban,West,561798.04,2013,27506,8.5,80.4,0.7,0.1,7.7,2.6,100.0,0.339704
409,78746,Austin,Travis County,Suburban,West,569350.46,2014,27960,10.5,78.3,0.6,0.1,8.2,2.4,100.1,0.36854899999999996
410,78746,Austin,Travis County,Suburban,West,577975.0,2015,27928,10.2,78.0,0.8,0.0,8.5,2.4,99.9,0.37333099999999997
411,78746,Austin,Travis County,Suburban,West,588975.42,2016,27971,11.2,77.7,0.6,0.1,8.0,2.5,100.1,0.376665
412,78746,Austin,Travis County,Suburban,West,601979.76,2017,28268,12.6,76.3,0.7,0.1,8.0,2.5,100.2,0.39488
413,78747,Austin,Travis County,Suburban,South,157347.22,2011,13179,52.9,34.2,6.4,0.4,4.0,2.0,99.9,0.597083
414,78747,Austin,Travis County,Suburban,South,157723.44,2012,14158,53.3,33.4,6.0,0.1,5.2,2.0,100.0,0.59765
415,78747,Austin,Travis County,Suburban,South,158543.14,2013,15919,54.4,30.8,7.6,0.2,4.0,2.9,99.9,0.600979
416,78747,Austin,Travis County,Suburban,South,159973.61,2014,16753,55.1,32.6,6.0,0.2,2.8,3.4,100.1,0.584579
417,78747,Austin,Travis County,Suburban,South,162109.21,2015,18544,60.5,29.7,5.0,0.1,2.1,2.6,100.0,0.542148
418,78747,Austin,Travis County,Suburban,South,164895.83,2016,19876,57.7,29.9,6.4,0.2,2.4,3.4,100.0,0.571838
419,78747,Austin,Travis County,Suburban,South,168269.84,2017,20954,59.6,29.2,5.9,0.2,2.2,3.0,100.1,0.554651
420,78748,Austin,Travis County,Suburban,South,171917.22,2011,37784,36.5,54.0,4.4,0.2,3.1,1.8,100.0,0.57195
421,78748,Austin,Travis County,Suburban,South,172685.94,2012,40290,34.8,54.9,4.8,0.0,3.4,2.1,100.0,0.5735939999999999
422,78748,Austin,Travis County,Suburban,South,173943.14,2013,41710,33.5,57.3,4.1,0.1,3.5,1.5,100.0,0.5563140000000001
423,78748,Austin,Travis County,Suburban,South,176026.85,2014,44907,34.5,54.2,5.0,0.1,4.3,1.9,100.0,0.5825
424,78748,Austin,Travis County,Suburban,South,179066.67,2015,46679,35.0,53.5,4.5,0.1,4.4,2.6,100.1,0.586637
425,78748,Austin,Travis County,Suburban,South,182925.0,2016,47966,34.1,52.9,4.9,0.3,4.8,2.9,99.9,0.5983229999999999
426,78748,Austin,Travis County,Suburban,South,187001.19,2017,49142,35.5,51.3,5.9,0.3,4.6,2.4,100.0,0.6046239999999999
427,78749,Austin,Travis County,Suburban,South,218948.89,2011,33947,19.9,66.3,4.3,0.4,7.3,1.8,100.0,0.513312
428,78749,Austin,Travis County,Suburban,South,219933.33,2012,34391,19.9,67.2,3.8,0.3,7.1,1.8,100.1,0.501997
429,78749,Austin,Travis County,Suburban,South,221881.37,2013,34392,21.6,65.7,3.4,0.5,6.9,2.0,100.1,0.515353
430,78749,Austin,Travis County,Suburban,South,224762.04,2014,35183,20.2,65.6,3.3,0.3,8.1,2.4,99.9,0.520625
431,78749,Austin,Travis County,Suburban,South,228485.96,2015,36210,19.7,66.2,2.7,0.2,8.5,2.6,99.9,0.514313
432,78749,Austin,Travis County,Suburban,South,233100.0,2016,36478,20.7,64.5,3.2,0.2,8.7,2.6,99.9,0.531853
433,78749,Austin,Travis County,Suburban,South,238550.79,2017,37453,19.5,64.6,3.1,0.1,9.5,3.2,100.0,0.533648
434,78750,Austin,Travis County,Suburban,West,263381.11,2011,26734,14.6,68.1,4.8,0.0,10.2,2.3,100.0,0.501686
435,78750,Austin,Travis County,Suburban,West,264496.35,2012,27119,15.8,68.5,3.1,0.0,10.4,2.1,99.9,0.493593
436,78750,Austin,Travis County,Suburban,West,265999.51,2013,27012,14.3,68.5,3.4,0.0,11.6,2.2,100.0,0.49523
437,78750,Austin,Travis County,Suburban,West,268575.46,2014,27912,14.2,69.1,2.8,0.0,11.3,2.7,100.1,0.488073
438,78750,Austin,Travis County,Suburban,West,272515.35,2015,28626,14.7,68.0,2.0,0.0,12.4,2.9,100.0,0.499374
439,78750,Austin,Travis County,Suburban,West,277439.17,2016,29991,13.9,65.3,2.1,0.3,14.7,3.7,100.0,0.530842
440,78750,Austin,Travis County,Suburban,West,282987.3,2017,30758,13.5,61.7,3.8,0.4,16.4,4.3,100.1,0.5708810000000001
441,78751,Austin,Travis County,Urban,Central,243661.67,2011,14526,13.0,74.4,1.7,0.0,7.1,3.9,100.1,0.422713
442,78751,Austin,Travis County,Urban,Central,246007.81,2012,14340,13.7,74.9,1.7,0.0,5.6,4.2,100.1,0.415041
443,78751,Austin,Travis County,Urban,Central,249067.16,2013,14045,13.8,74.3,1.4,0.0,5.7,4.9,100.1,0.42306099999999996
444,78751,Austin,Travis County,Urban,Central,252773.61,2014,13838,18.6,70.8,0.8,0.3,5.6,4.0,100.1,0.45933100000000004
445,78751,Austin,Travis County,Urban,Central,258535.96,2015,14441,18.4,70.3,1.2,0.3,6.0,3.8,100.0,0.466738
446,78751,Austin,Travis County,Urban,Central,265399.58,2016,14648,17.2,70.5,2.3,0.5,6.4,3.3,100.2,0.46765200000000007
447,78751,Austin,Travis County,Urban,Central,272266.67,2017,14949,17.5,70.4,2.3,0.5,6.7,2.5,99.9,0.468091
448,78752,Austin,Travis County,Urban,Central,151844.44,2011,16494,57.9,25.5,13.2,0.0,2.2,1.2,100.0,0.5816819999999999
449,78752,Austin,Travis County,Urban,Central,153619.27,2012,17170,56.6,24.4,15.0,0.1,2.8,1.1,100.0,0.5967020000000001
450,78752,Austin,Travis County,Urban,Central,155852.94,2013,18381,59.0,25.0,12.0,0.1,2.7,1.2,100.0,0.574126
451,78752,Austin,Travis County,Urban,Central,158631.48,2014,19639,59.4,24.3,11.8,0.2,3.1,1.2,100.0,0.573082
452,78752,Austin,Travis County,Urban,Central,162318.42,2015,20153,59.2,25.7,11.2,0.1,2.5,1.3,100.0,0.570148
453,78752,Austin,Travis County,Urban,Central,168063.33,2016,19902,59.0,27.7,10.6,0.2,1.3,1.2,100.0,0.5636180000000001
454,78752,Austin,Travis County,Urban,Central,174839.29,2017,20302,58.8,29.6,8.4,0.2,1.7,1.3,100.0,0.559122
455,78753,Austin,Travis County,Suburban,North,127092.78,2011,51547,58.7,21.6,11.9,0.4,6.3,1.1,100.0,0.590508
456,78753,Austin,Travis County,Suburban,North,127214.06,2012,52384,59.6,20.4,12.2,0.3,6.3,1.3,100.1,0.584137
457,78753,Austin,Travis County,Suburban,North,127938.24,2013,52674,59.1,21.0,12.2,0.2,6.1,1.4,100.0,0.5878140000000001
458,78753,Austin,Travis County,Suburban,North,129220.83,2014,53994,60.2,21.2,11.2,0.1,6.1,1.3,100.1,0.576217
459,78753,Austin,Travis County,Suburban,North,131232.46,2015,55077,61.1,20.1,11.1,0.1,6.0,1.5,99.9,0.570131
460,78753,Austin,Travis County,Suburban,North,134329.58,2016,56131,60.3,20.5,11.2,0.1,6.1,1.7,99.9,0.577811
461,78753,Austin,Travis County,Suburban,North,138384.13,2017,58693,61.3,20.0,11.0,0.3,6.0,1.4,100.0,0.568326
462,78754,Austin,Travis County,Suburban,North,154807.78,2011,13326,31.9,33.2,18.3,0.2,14.2,2.3,100.1,0.733829
463,78754,Austin,Travis County,Suburban,North,154947.92,2012,13570,32.3,32.0,18.1,0.1,15.1,2.4,100.0,0.737132
464,78754,Austin,Travis County,Suburban,North,155718.14,2013,15109,31.8,29.7,18.4,0.1,16.9,3.1,100.0,0.7472880000000001
465,78754,Austin,Travis County,Suburban,North,157104.63,2014,16494,31.2,29.2,21.6,0.1,14.6,3.3,100.0,0.74833
466,78754,Austin,Travis County,Suburban,North,158971.05,2015,19020,36.9,24.2,20.7,0.1,14.7,3.4,100.0,0.73966
467,78754,Austin,Travis County,Suburban,North,161655.83,2016,21764,39.2,25.5,17.4,0.0,14.2,3.7,100.0,0.7295020000000001
468,78754,Austin,Travis County,Suburban,North,165078.57,2017,23858,40.9,26.4,17.3,0.0,12.0,3.3,99.9,0.717605
469,78756,Austin,Travis County,Urban,Central,285680.0,2011,7682,10.3,82.7,2.8,0.0,3.4,0.8,100.0,0.303458
470,78756,Austin,Travis County,Urban,Central,288033.85,2012,8060,9.3,82.3,2.6,0.0,5.0,0.8,100.0,0.310782
471,78756,Austin,Travis County,Urban,Central,291324.51,2013,8125,9.1,80.2,4.3,0.0,4.5,1.8,99.9,0.344317
472,78756,Austin,Travis County,Urban,Central,296690.28,2014,8685,11.4,76.3,4.0,0.0,6.7,1.6,100.0,0.39849
473,78756,Austin,Travis County,Urban,Central,303532.46,2015,8908,11.6,75.9,3.0,0.0,7.0,2.5,100.0,0.404038
474,78756,Austin,Travis County,Urban,Central,310506.67,2016,8798,13.3,74.5,3.5,0.0,5.7,3.0,100.0,0.421912
475,78756,Austin,Travis County,Urban,Central,317701.19,2017,8377,12.6,74.9,3.9,0.0,5.1,3.5,100.0,0.41777600000000004
476,78757,Austin,Travis County,Urban,Central,226716.11,2011,22542,23.7,70.4,1.7,0.2,3.0,1.0,100.0,0.44692200000000004
477,78757,Austin,Travis County,Urban,Central,229214.06,2012,22718,24.5,70.4,1.5,0.2,2.5,0.8,99.9,0.443441
478,78757,Austin,Travis County,Urban,Central,232507.35,2013,22655,22.2,71.9,2.1,0.2,2.4,1.1,99.9,0.432613
479,78757,Austin,Travis County,Urban,Central,237074.54,2014,23442,22.6,71.2,2.0,0.2,2.7,1.3,100.0,0.44067799999999996
480,78757,Austin,Travis County,Urban,Central,242887.28,2015,23118,21.6,72.0,1.6,0.1,3.1,1.6,100.0,0.43346999999999997
481,78757,Austin,Travis County,Urban,Central,249822.08,2016,23611,20.6,72.5,1.6,0.0,3.6,1.8,100.1,0.43006300000000003
482,78757,Austin,Travis County,Urban,Central,257233.33,2017,24059,22.5,70.5,1.3,0.0,3.2,2.5,100.0,0.450532
483,78758,Austin,Travis County,Suburban,North,132487.78,2011,43577,45.8,32.2,12.3,0.3,7.1,2.4,100.1,0.665797
484,78758,Austin,Travis County,Suburban,North,132670.83,2012,45105,46.3,32.1,13.2,0.3,6.1,2.1,100.1,0.660995
485,78758,Austin,Travis County,Suburban,North,133483.33,2013,45623,48.4,31.9,10.6,0.2,7.2,1.7,100.0,0.64727
486,78758,Austin,Travis County,Suburban,North,135059.26,2014,45134,49.0,31.5,9.9,0.2,7.5,2.0,100.1,0.644845
487,78758,Austin,Travis County,Suburban,North,137432.46,2015,46972,48.5,33.7,9.3,0.2,6.2,2.1,100.0,0.6382680000000001
488,78758,Austin,Travis County,Suburban,North,141390.83,2016,46506,47.9,35.1,8.5,0.2,5.9,2.3,99.9,0.636119
489,78758,Austin,Travis County,Suburban,North,146266.67,2017,46618,46.6,37.2,7.7,0.2,6.0,2.4,100.1,0.634351
490,78759,Austin,Travis County,Suburban,North,262702.78,2011,40602,11.8,71.2,3.1,0.1,11.5,2.3,100.0,0.464416
491,78759,Austin,Travis County,Suburban,North,264272.4,2012,39850,11.3,70.5,3.5,0.1,12.4,2.2,100.0,0.47312
492,78759,Austin,Travis County,Suburban,North,266435.29,2013,39895,11.8,70.9,2.7,0.1,11.5,3.0,100.0,0.46853999999999996
493,78759,Austin,Travis County,Suburban,North,270142.59,2014,40067,12.8,69.8,3.0,0.1,11.1,3.2,100.0,0.482166
494,78759,Austin,Travis County,Suburban,North,275469.3,2015,40629,12.3,69.4,3.8,0.1,11.1,3.4,100.1,0.488313
495,78759,Austin,Travis County,Suburban,North,281798.33,2016,41415,12.8,69.4,3.6,0.1,11.3,2.8,100.0,0.48713
496,78759,Austin,Travis County,Suburban,North,288340.08,2017,41847,13.6,69.0,3.6,0.1,10.7,3.2,100.2,0.491634
497,78957,Smithville,Bastrop County,Rural,East,77788.89,2011,8434,15.9,72.3,8.2,1.0,1.6,1.0,100.0,0.44481000000000004
498,78957,Smithville,Bastrop County,Rural,East,78559.38,2012,8487,19.7,70.2,7.0,1.0,1.4,0.8,100.1,0.46312700000000007
499,78957,Smithville,Bastrop County,Rural,East,79349.02,2013,8502,17.9,68.6,10.3,1.3,0.8,1.1,100.0,0.4864
500,78957,Smithville,Bastrop County,Rural,East,80602.31,2014,8746,18.7,68.7,9.8,0.6,0.8,1.4,100.0,0.483162
501,78957,Smithville,Bastrop County,Rural,East,82083.77,2015,9170,13.2,72.8,10.3,0.6,0.8,2.4,100.1,0.44130699999999995
502,78957,Smithville,Bastrop County,Rural,East,84086.25,2016,9146,12.9,73.4,9.9,0.5,0.6,2.7,100.0,0.434012
503,78957,Smithville,Bastrop County,Rural,East,86602.38,2017,9310,10.8,72.2,12.6,0.9,1.3,2.1,99.9,0.450485
